plan_id,day,book,book_name,chapter_start,chapter_end,title
genesis_50,1,GEN,创世记,1,1,神看为美好的世界
genesis_50,2,GEN,创世记,2,2,工作、安息，并在关系中生活的人
genesis_50,3,GEN,创世记,3,3,信任破裂的地方
genesis_50,4,GEN,创世记,4,4,看顾弟兄的责任
genesis_50,5,GEN,创世记,5,5,在死亡中仍然延续的生命
genesis_50,6,GEN,创世记,6,6,充满强暴的地与一个忠心的人
genesis_50,7,GEN,创世记,7,7,照着神的话进入方舟
genesis_50,8,GEN,创世记,8,8,神记念了
genesis_50,9,GEN,创世记,9,9,彩虹之约与生命的尊严
genesis_50,10,GEN,创世记,10,10,在神面前的万族
genesis_50,11,GEN,创世记,11,11,一座想要传扬自己名声的城
genesis_50,12,GEN,创世记,12,12,蒙福，也成为别人的祝福
genesis_50,13,GEN,创世记,13,13,退让并不等于失去应许
genesis_50,14,GEN,创世记,14,14,得胜以后要选择什么
genesis_50,15,GEN,创世记,15,15,等候应许的信心
genesis_50,16,GEN,创世记,16,16,看顾我的神
genesis_50,17,GEN,创世记,17,17,立约的记号和新的名字
genesis_50,18,GEN,创世记,18,18,接待客旅，并为城市代求
genesis_50,19,GEN,创世记,19,19,离开充满暴力的城市
genesis_50,20,GEN,创世记,20,20,蒙应许的人也会再次失败
genesis_50,21,GEN,创世记,21,21,应许中的笑声与旷野里的哭声
genesis_50,22,GEN,创世记,22,22,在试验中学习神的预备
genesis_50,23,GEN,创世记,23,23,在应许之地买下的第一块产业
genesis_50,24,GEN,创世记,24,24,为应许的下一代作预备
genesis_50,25,GEN,创世记,25,25,一代过去，新的冲突开始
genesis_50,26,GEN,创世记,26,26,让出水井，扩展和平
genesis_50,27,GEN,创世记,27,27,用欺骗得来的祝福
genesis_50,28,GEN,创世记,28,28,在逃亡路上与人同在的神
genesis_50,29,GEN,创世记,29,29,看见不被爱之人的神
genesis_50,30,GEN,创世记,30,30,在竞争中仍然看顾生命的神
genesis_50,31,GEN,创世记,31,31,离开剥削之家，重新立下界限
genesis_50,32,GEN,创世记,32,32,与神摔跤，得着新名字
genesis_50,33,GEN,创世记,33,33,在曾经惧怕的哥哥脸上看见恩典
genesis_50,34,GEN,创世记,34,34,受害者的声音消失了
genesis_50,35,GEN,创世记,35,35,回到伯特利的路
genesis_50,36,GEN,创世记,36,36,不在拣选中心的民族也在成长
genesis_50,37,GEN,创世记,37,37,梦、偏爱和弟兄的暴力
genesis_50,38,GEN,创世记,38,38,犹大承认他玛比自己更有义
genesis_50,39,GEN,创世记,39,39,神同在，不等于可以免受苦难
genesis_50,40,GEN,创世记,40,40,在监牢里也看见别人的脸
genesis_50,41,GEN,创世记,41,41,用智慧把丰年变成荒年中的生命
genesis_50,42,GEN,创世记,42,42,埋藏多年的罪重新醒来
genesis_50,43,GEN,创世记,43,43,愿意为别人负责的犹大
genesis_50,44,GEN,创世记,44,44,愿意代替弟弟留下的人
genesis_50,45,GEN,创世记,45,45,表明身份、拯救家人的约瑟
genesis_50,46,GEN,创世记,46,46,在惧怕中下到埃及
genesis_50,47,GEN,创世记,47,47,饥荒中的拯救与权力的复杂性
genesis_50,48,GEN,创世记,48,48,把下一代接纳进神的约里
genesis_50,49,GEN,创世记,49,49,祝福里也有真相和未来
genesis_50,50,GEN,创世记,50,50,神把恶转成生命的道路
